Participant,Method,AppsNumber,Distance,NrErrors
P1,Home,1,1,0
P1,Home,1,1,0
P1,Home,1,1,0
P1,Home,1,0,0
P1,Home,1,0,0
P1,Home,1,0,0
P1,Home,1,1,0
P1,Home,1,1,0
P1,Home,1,1,0
P1,Home,1,0,0
P1,Home,1,0,0
P1,Home,1,0,0
P1,Home,1,1,2
P1,Home,1,1,0
P1,Home,1,1,0
P1,Home,1,1,0
P1,Home,1,1,0
P1,Home,1,1,0
P1,Home,2,3,0
P1,Home,2,1,0
P1,Home,2,1,0
P1,Home,2,2,0
P1,Home,2,2,0
P1,Home,2,0,0
P1,Home,2,3,0
P1,Home,2,1,0
P1,Home,2,3,0
P1,Home,2,0,0
P1,Home,2,0,0
P1,Home,2,0,0
P1,Home,2,3,0
P1,Home,2,3,0
P1,Home,2,1,0
P1,Home,2,1,0
P1,Home,2,1,0
P1,Home,2,1,0
P1,Home,3,2,0
P1,Home,3,0,0
P1,Home,3,0,0
P1,Home,3,2,0
P1,Home,3,1,0
P1,Home,3,1,0
P1,Home,3,1,0
P1,Home,3,2,0
P1,Home,3,3,0
P1,Home,3,3,0
P1,Home,3,2,0
P1,Home,3,3,0
P1,Home,3,3,0
P1,Home,3,3,0
P1,Home,3,3,0
P1,Home,3,2,0
P1,Home,3,3,0
P1,Home,3,3,0
P1,RuntimeBar,1,0,0
P1,RuntimeBar,1,0,0
P1,RuntimeBar,1,0,0
P1,RuntimeBar,1,3,0
P1,RuntimeBar,1,3,0
P1,RuntimeBar,1,3,0
P1,RuntimeBar,1,1,0
P1,RuntimeBar,1,1,0
P1,RuntimeBar,1,1,0
P1,RuntimeBar,1,0,0
P1,RuntimeBar,1,0,0
P1,RuntimeBar,1,0,0
P1,RuntimeBar,1,2,0
P1,RuntimeBar,1,2,0
P1,RuntimeBar,1,2,0
P1,RuntimeBar,1,2,0
P1,RuntimeBar,1,2,0
P1,RuntimeBar,1,2,0
P1,TapNFlip,3,1,0
P1,TapNFlip,3,3,0
P1,TapNFlip,3,3,0
P1,TapNFlip,3,1,0
P1,TapNFlip,3,1,0
P1,TapNFlip,3,3,0
P1,TapNFlip,3,0,0
P1,TapNFlip,3,2,0
P1,TapNFlip,3,0,0
P1,TapNFlip,3,2,0
P1,TapNFlip,3,0,0
P1,TapNFlip,3,0,0
P1,TapNFlip,3,1,0
P1,TapNFlip,3,1,0
P1,TapNFlip,3,3,0
P1,TapNFlip,3,0,0
P1,TapNFlip,3,2,0
P1,TapNFlip,3,2,0
P1,RuntimeBar,2,0,0
P1,RuntimeBar,2,0,0
P1,RuntimeBar,2,0,0
P1,RuntimeBar,2,2,0
P1,RuntimeBar,2,0,0
P1,RuntimeBar,2,2,0
P1,RuntimeBar,2,2,0
P1,RuntimeBar,2,0,0
P1,RuntimeBar,2,2,0
P1,RuntimeBar,2,2,0
P1,RuntimeBar,2,2,0
P1,RuntimeBar,2,2,0
P1,RuntimeBar,2,2,0
P1,RuntimeBar,2,3,0
P1,RuntimeBar,2,3,0
P1,RuntimeBar,2,0,0
P1,RuntimeBar,2,0,0
P1,RuntimeBar,2,0,0
P1,TapNFlip,2,3,0
P1,TapNFlip,2,3,0
P1,TapNFlip,2,3,0
P1,TapNFlip,2,1,0
P1,TapNFlip,2,3,0
P1,TapNFlip,2,3,0
P1,TapNFlip,2,0,0
P1,TapNFlip,2,3,0
P1,TapNFlip,2,3,0
P1,TapNFlip,2,3,0
P1,TapNFlip,2,3,0
P1,TapNFlip,2,3,0
P1,TapNFlip,2,2,0
P1,TapNFlip,2,1,0
P1,TapNFlip,2,1,0
P1,TapNFlip,2,3,0
P1,TapNFlip,2,1,0
P1,TapNFlip,2,1,0
P1,RuntimeBar,3,1,0
P1,RuntimeBar,3,3,0
P1,RuntimeBar,3,3,0
P1,RuntimeBar,3,3,0
P1,RuntimeBar,3,3,0
P1,RuntimeBar,3,3,0
P1,RuntimeBar,3,3,0
P1,RuntimeBar,3,3,0
P1,RuntimeBar,3,3,0
P1,RuntimeBar,3,3,0
P1,RuntimeBar,3,3,0
P1,RuntimeBar,3,2,0
P1,RuntimeBar,3,3,0
P1,RuntimeBar,3,2,0
P1,RuntimeBar,3,2,0
P1,RuntimeBar,3,2,0
P1,RuntimeBar,3,2,0
P1,RuntimeBar,3,3,0
P1,TapNFlip,1,3,0
P1,TapNFlip,1,3,0
P1,TapNFlip,1,3,0
P1,TapNFlip,1,3,0
P1,TapNFlip,1,3,0
P1,TapNFlip,1,3,0
P1,TapNFlip,1,0,0
P1,TapNFlip,1,0,0
P1,TapNFlip,1,0,0
P1,TapNFlip,1,3,0
P1,TapNFlip,1,3,0
P1,TapNFlip,1,3,0
P1,TapNFlip,1,1,0
P1,TapNFlip,1,1,0
P1,TapNFlip,1,1,0
P1,TapNFlip,1,3,0
P1,TapNFlip,1,3,0
P1,TapNFlip,1,3,0
P1,Flipping,1,1,0
P1,Flipping,1,1,0
P1,Flipping,1,1,0
P1,Flipping,1,1,0
P1,Flipping,1,1,0
P1,Flipping,1,1,0
P1,Flipping,1,3,0
P1,Flipping,1,3,0
P1,Flipping,1,3,0
P1,Flipping,1,0,0
P1,Flipping,1,0,0
P1,Flipping,1,0,0
P1,Flipping,1,1,0
P1,Flipping,1,1,0
P1,Flipping,1,1,0
P1,Flipping,1,0,0
P1,Flipping,1,0,0
P1,Flipping,1,0,0
P1,Flipping,3,1,0
P1,Flipping,3,1,0
P1,Flipping,3,1,0
P1,Flipping,3,3,0
P1,Flipping,3,3,0
P1,Flipping,3,3,0
P1,Flipping,3,1,0
P1,Flipping,3,1,0
P1,Flipping,3,0,0
P1,Flipping,3,3,0
P1,Flipping,3,0,0
P1,Flipping,3,3,0
P1,Flipping,3,3,0
P1,Flipping,3,3,0
P1,Flipping,3,1,0
P1,Flipping,3,2,0
P1,Flipping,3,2,0
P1,Flipping,3,2,0
P1,Flipping,2,0,0
P1,Flipping,2,0,0
P1,Flipping,2,0,0
P1,Flipping,2,2,0
P1,Flipping,2,2,0
P1,Flipping,2,2,0
P1,Flipping,2,2,0
P1,Flipping,2,2,0
P1,Flipping,2,2,0
P1,Flipping,2,0,0
P1,Flipping,2,3,0
P1,Flipping,2,3,0
P1,Flipping,2,1,0
P1,Flipping,2,1,0
P1,Flipping,2,3,0
P1,Flipping,2,2,0
P1,Flipping,2,2,0
P1,Flipping,2,2,0
P2,Home,2,3,0
P2,Home,2,3,0
P2,Home,2,3,0
P2,Home,2,2,0
P2,Home,2,2,0
P2,Home,2,2,0
P2,Home,2,1,0
P2,Home,2,3,0
P2,Home,2,1,0
P2,Home,2,2,0
P2,Home,2,2,0
P2,Home,2,2,0
P2,Home,2,3,0
P2,Home,2,3,0
P2,Home,2,3,0
P2,Home,2,1,0
P2,Home,2,1,0
P2,Home,2,1,0
P2,Home,3,0,0
P2,Home,3,3,0
P2,Home,3,3,0
P2,Home,3,1,0
P2,Home,3,2,0
P2,Home,3,2,0
P2,Home,3,2,0
P2,Home,3,3,0
P2,Home,3,3,0
P2,Home,3,3,0
P2,Home,3,3,0
P2,Home,3,1,0
P2,Home,3,2,0
P2,Home,3,0,0
P2,Home,3,2,0
P2,Home,3,0,0
P2,Home,3,2,0
P2,Home,3,3,0
P2,Home,1,1,0
P2,Home,1,1,0
P2,Home,1,1,0
P2,Home,1,1,0
P2,Home,1,1,0
P2,Home,1,1,0
P2,Home,1,3,0
P2,Home,1,3,0
P2,Home,1,3,0
P2,Home,1,2,0
P2,Home,1,2,0
P2,Home,1,2,0
P2,Home,1,2,0
P2,Home,1,2,0
P2,Home,1,2,0
P2,Home,1,3,0
P2,Home,1,3,0
P2,Home,1,3,0
P2,RuntimeBar,1,3,0
P2,RuntimeBar,1,3,0
P2,RuntimeBar,1,3,0
P2,RuntimeBar,1,2,0
P2,RuntimeBar,1,2,0
P2,RuntimeBar,1,2,0
P2,RuntimeBar,1,1,0
P2,RuntimeBar,1,1,0
P2,RuntimeBar,1,1,0
P2,RuntimeBar,1,2,0
P2,RuntimeBar,1,2,0
P2,RuntimeBar,1,2,0
P2,RuntimeBar,1,2,0
P2,RuntimeBar,1,2,0
P2,RuntimeBar,1,2,0
P2,RuntimeBar,1,3,0
P2,RuntimeBar,1,3,0
P2,RuntimeBar,1,3,0
P2,TapNFlip,3,2,0
P2,TapNFlip,3,0,0
P2,TapNFlip,3,2,0
P2,TapNFlip,3,1,0
P2,TapNFlip,3,2,0
P2,TapNFlip,3,2,0
P2,TapNFlip,3,3,0
P2,TapNFlip,3,2,0
P2,TapNFlip,3,2,0
P2,TapNFlip,3,3,0
P2,TapNFlip,3,3,0
P2,TapNFlip,3,3,0
P2,TapNFlip,3,2,0
P2,TapNFlip,3,2,0
P2,TapNFlip,3,3,0
P2,TapNFlip,3,3,0
P2,TapNFlip,3,2,0
P2,TapNFlip,3,2,0
P2,RuntimeBar,2,1,0
P2,RuntimeBar,2,2,0
P2,RuntimeBar,2,2,0
P2,RuntimeBar,2,3,0
P2,RuntimeBar,2,3,0
P2,RuntimeBar,2,3,0
P2,RuntimeBar,2,3,0
P2,RuntimeBar,2,3,0
P2,RuntimeBar,2,0,0
P2,RuntimeBar,2,2,0
P2,RuntimeBar,2,0,0
P2,RuntimeBar,2,0,0
P2,RuntimeBar,2,2,0
P2,RuntimeBar,2,2,0
P2,RuntimeBar,2,2,0
P2,RuntimeBar,2,2,0
P2,RuntimeBar,2,1,0
P2,RuntimeBar,2,1,0
P2,TapNFlip,2,1,0
P2,TapNFlip,2,1,0
P2,TapNFlip,2,1,0
P2,TapNFlip,2,2,0
P2,TapNFlip,2,2,0
P2,TapNFlip,2,1,0
P2,TapNFlip,2,1,0
P2,TapNFlip,2,1,0
P2,TapNFlip,2,1,0
P2,TapNFlip,2,2,0
P2,TapNFlip,2,2,0
P2,TapNFlip,2,0,0
P2,TapNFlip,2,2,0
P2,TapNFlip,2,2,0
P2,TapNFlip,2,2,0
P2,TapNFlip,2,1,0
P2,TapNFlip,2,1,0
P2,TapNFlip,2,3,0
P2,RuntimeBar,3,2,0
P2,RuntimeBar,3,2,0
P2,RuntimeBar,3,2,0
P2,RuntimeBar,3,0,0
P2,RuntimeBar,3,3,0
P2,RuntimeBar,3,1,0
P2,RuntimeBar,3,0,0
P2,RuntimeBar,3,0,0
P2,RuntimeBar,3,1,0
P2,RuntimeBar,3,0,0
P2,RuntimeBar,3,2,0
P2,RuntimeBar,3,2,0
P2,RuntimeBar,3,3,0
P2,RuntimeBar,3,1,0
P2,RuntimeBar,3,3,0
P2,RuntimeBar,3,2,0
P2,RuntimeBar,3,1,0
P2,RuntimeBar,3,2,0
P2,TapNFlip,1,0,0
P2,TapNFlip,1,0,0
P2,TapNFlip,1,0,0
P2,TapNFlip,1,2,0
P2,TapNFlip,1,2,0
P2,TapNFlip,1,2,0
P2,TapNFlip,1,1,0
P2,TapNFlip,1,1,0
P2,TapNFlip,1,1,0
P2,TapNFlip,1,1,0
P2,TapNFlip,1,1,0
P2,TapNFlip,1,1,0
P2,TapNFlip,1,2,0
P2,TapNFlip,1,2,0
P2,TapNFlip,1,2,0
P2,TapNFlip,1,0,0
P2,TapNFlip,1,0,0
P2,TapNFlip,1,0,0
P2,Flipping,1,0,0
P2,Flipping,1,0,0
P2,Flipping,1,0,0
P2,Flipping,1,0,0
P2,Flipping,1,0,0
P2,Flipping,1,0,0
P2,Flipping,1,0,0
P2,Flipping,1,0,1
P2,Flipping,1,0,0
P2,Flipping,1,3,0
P2,Flipping,1,3,0
P2,Flipping,1,3,0
P2,Flipping,1,2,0
P2,Flipping,1,2,0
P2,Flipping,1,2,0
P2,Flipping,1,3,0
P2,Flipping,1,3,0
P2,Flipping,1,3,0
P2,Flipping,3,3,0
P2,Flipping,3,2,0
P2,Flipping,3,3,0
P2,Flipping,3,3,0
P2,Flipping,3,3,0
P2,Flipping,3,0,0
P2,Flipping,3,2,0
P2,Flipping,3,1,0
P2,Flipping,3,2,0
P2,Flipping,3,0,0
P2,Flipping,3,3,0
P2,Flipping,3,0,0
P2,Flipping,3,0,0
P2,Flipping,3,1,0
P2,Flipping,3,0,0
P2,Flipping,3,3,0
P2,Flipping,3,3,0
P2,Flipping,3,3,0
P2,Flipping,2,2,0
P2,Flipping,2,2,0
P2,Flipping,2,0,0
P2,Flipping,2,0,0
P2,Flipping,2,0,0
P2,Flipping,2,0,0
P2,Flipping,2,1,0
P2,Flipping,2,0,0
P2,Flipping,2,0,0
P2,Flipping,2,2,0
P2,Flipping,2,0,0
P2,Flipping,2,2,0
P2,Flipping,2,2,0
P2,Flipping,2,2,0
P2,Flipping,2,3,0
P2,Flipping,2,1,0
P2,Flipping,2,1,0
P2,Flipping,2,2,0
P3,Home,3,3,0
P3,Home,3,0,0
P3,Home,3,3,0
P3,Home,3,3,0
P3,Home,3,3,0
P3,Home,3,0,0
P3,Home,3,1,0
P3,Home,3,2,0
P3,Home,3,2,0
P3,Home,3,3,0
P3,Home,3,3,0
P3,Home,3,1,0
P3,Home,3,3,0
P3,Home,3,3,1
P3,Home,3,0,0
P3,Home,3,2,0
P3,Home,3,2,0
P3,Home,3,2,0
P3,RuntimeBar,1,1,0
P3,RuntimeBar,1,1,0
P3,RuntimeBar,1,1,0
P3,RuntimeBar,1,2,0
P3,RuntimeBar,1,2,1
P3,RuntimeBar,1,2,0
P3,RuntimeBar,1,1,0
P3,RuntimeBar,1,1,0
P3,RuntimeBar,1,1,0
P3,RuntimeBar,1,0,0
P3,RuntimeBar,1,0,0
P3,RuntimeBar,1,0,0
P3,RuntimeBar,1,2,0
P3,RuntimeBar,1,2,0
P3,RuntimeBar,1,2,0
P3,RuntimeBar,1,3,0
P3,RuntimeBar,1,3,0
P3,RuntimeBar,1,3,0
P3,Home,2,0,0
P3,Home,2,1,0
P3,Home,2,0,0
P3,Home,2,3,0
P3,Home,2,3,0
P3,Home,2,3,0
P3,Home,2,2,0
P3,Home,2,2,0
P3,Home,2,2,0
P3,Home,2,1,0
P3,Home,2,0,0
P3,Home,2,0,0
P3,Home,2,0,0
P3,Home,2,3,0
P3,Home,2,0,0
P3,Home,2,1,0
P3,Home,2,0,0
P3,Home,2,0,0
P3,RuntimeBar,2,2,0
P3,RuntimeBar,2,2,0
P3,RuntimeBar,2,1,0
P3,RuntimeBar,2,1,0
P3,RuntimeBar,2,1,0
P3,RuntimeBar,2,1,0
P3,RuntimeBar,2,1,0
P3,RuntimeBar,2,2,0
P3,RuntimeBar,2,2,0
P3,RuntimeBar,2,3,0
P3,RuntimeBar,2,3,0
P3,RuntimeBar,2,3,0
P3,RuntimeBar,2,3,0
P3,RuntimeBar,2,3,0
P3,RuntimeBar,2,3,0
P3,RuntimeBar,2,3,0
P3,RuntimeBar,2,3,0
P3,RuntimeBar,2,2,0
P3,Home,1,0,0
P3,Home,1,0,0
P3,Home,1,0,0
P3,Home,1,0,0
P3,Home,1,0,0
P3,Home,1,0,0
P3,Home,1,1,0
P3,Home,1,1,0
P3,Home,1,1,0
P3,Home,1,0,0
P3,Home,1,0,0
P3,Home,1,0,0
P3,Home,1,3,0
P3,Home,1,3,0
P3,Home,1,3,0
P3,Home,1,0,0
P3,Home,1,0,0
P3,Home,1,0,0
P3,RuntimeBar,3,0,0
P3,RuntimeBar,3,3,0
P3,RuntimeBar,3,0,0
P3,RuntimeBar,3,1,0
P3,RuntimeBar,3,3,0
P3,RuntimeBar,3,3,0
P3,RuntimeBar,3,1,0
P3,RuntimeBar,3,0,0
P3,RuntimeBar,3,1,0
P3,RuntimeBar,3,1,0
P3,RuntimeBar,3,1,0
P3,RuntimeBar,3,1,0
P3,RuntimeBar,3,1,0
P3,RuntimeBar,3,1,0
P3,RuntimeBar,3,1,0
P3,RuntimeBar,3,1,0
P3,RuntimeBar,3,0,0
P3,RuntimeBar,3,1,0
P3,TapNFlip,3,0,0
P3,TapNFlip,3,1,0
P3,TapNFlip,3,0,0
P3,TapNFlip,3,1,0
P3,TapNFlip,3,3,0
P3,TapNFlip,3,0,0
P3,TapNFlip,3,1,0
P3,TapNFlip,3,2,0
P3,TapNFlip,3,1,0
P3,TapNFlip,3,0,0
P3,TapNFlip,3,0,0
P3,TapNFlip,3,3,0
P3,TapNFlip,3,3,0
P3,TapNFlip,3,3,0
P3,TapNFlip,3,0,0
P3,TapNFlip,3,3,0
P3,TapNFlip,3,1,0
P3,TapNFlip,3,3,0
P3,Flipping,1,1,0
P3,Flipping,1,1,0
P3,Flipping,1,1,0
P3,Flipping,1,2,0
P3,Flipping,1,2,0
P3,Flipping,1,2,0
P3,Flipping,1,2,0
P3,Flipping,1,2,0
P3,Flipping,1,2,0
P3,Flipping,1,2,0
P3,Flipping,1,2,0
P3,Flipping,1,2,0
P3,Flipping,1,0,0
P3,Flipping,1,0,0
P3,Flipping,1,0,0
P3,Flipping,1,2,0
P3,Flipping,1,2,0
P3,Flipping,1,2,0
P3,TapNFlip,2,0,0
P3,TapNFlip,2,0,0
P3,TapNFlip,2,0,0
P3,TapNFlip,2,1,0
P3,TapNFlip,2,1,0
P3,TapNFlip,2,1,0
P3,TapNFlip,2,0,0
P3,TapNFlip,2,0,0
P3,TapNFlip,2,0,0
P3,TapNFlip,2,2,0
P3,TapNFlip,2,0,0
P3,TapNFlip,2,0,0
P3,TapNFlip,2,2,0
P3,TapNFlip,2,1,0
P3,TapNFlip,2,2,0
P3,TapNFlip,2,3,0
P3,TapNFlip,2,3,0
P3,TapNFlip,2,3,0
P3,Flipping,2,0,0
P3,Flipping,2,0,0
P3,Flipping,2,0,0
P3,Flipping,2,0,0
P3,Flipping,2,0,0
P3,Flipping,2,0,0
P3,Flipping,2,3,0
P3,Flipping,2,3,0
P3,Flipping,2,3,0
P3,Flipping,2,0,0
P3,Flipping,2,0,0
P3,Flipping,2,0,0
P3,Flipping,2,0,0
P3,Flipping,2,0,0
P3,Flipping,2,1,0
P3,Flipping,2,1,0
P3,Flipping,2,1,0
P3,Flipping,2,1,0
P3,TapNFlip,1,3,0
P3,TapNFlip,1,3,0
P3,TapNFlip,1,3,0
P3,TapNFlip,1,2,0
P3,TapNFlip,1,2,0
P3,TapNFlip,1,2,0
P3,TapNFlip,1,2,0
P3,TapNFlip,1,2,0
P3,TapNFlip,1,2,0
P3,TapNFlip,1,3,0
P3,TapNFlip,1,3,0
P3,TapNFlip,1,3,0
P3,TapNFlip,1,2,0
P3,TapNFlip,1,2,0
P3,TapNFlip,1,2,0
P3,TapNFlip,1,3,0
P3,TapNFlip,1,3,0
P3,TapNFlip,1,3,0
P3,Flipping,3,0,0
P3,Flipping,3,1,0
P3,Flipping,3,1,0
P3,Flipping,3,1,0
P3,Flipping,3,1,0
P3,Flipping,3,1,0
P3,Flipping,3,3,0
P3,Flipping,3,3,0
P3,Flipping,3,0,0
P3,Flipping,3,0,0
P3,Flipping,3,1,0
P3,Flipping,3,1,0
P3,Flipping,3,1,0
P3,Flipping,3,0,0
P3,Flipping,3,0,0
P3,Flipping,3,0,0
P3,Flipping,3,0,0
P3,Flipping,3,3,0
P4,RuntimeBar,1,2,0
P4,RuntimeBar,1,2,0
P4,RuntimeBar,1,2,0
P4,RuntimeBar,1,2,0
P4,RuntimeBar,1,2,0
P4,RuntimeBar,1,2,0
P4,RuntimeBar,1,2,0
P4,RuntimeBar,1,2,0
P4,RuntimeBar,1,2,0
P4,RuntimeBar,1,1,0
P4,RuntimeBar,1,1,0
P4,RuntimeBar,1,1,0
P4,RuntimeBar,1,1,0
P4,RuntimeBar,1,1,0
P4,RuntimeBar,1,1,0
P4,RuntimeBar,1,3,0
P4,RuntimeBar,1,3,0
P4,RuntimeBar,1,3,0
P4,RuntimeBar,2,1,0
P4,RuntimeBar,2,1,0
P4,RuntimeBar,2,1,0
P4,RuntimeBar,2,1,0
P4,RuntimeBar,2,3,0
P4,RuntimeBar,2,3,0
P4,RuntimeBar,2,0,0
P4,RuntimeBar,2,2,0
P4,RuntimeBar,2,2,0
P4,RuntimeBar,2,1,0
P4,RuntimeBar,2,0,0
P4,RuntimeBar,2,0,0
P4,RuntimeBar,2,3,0
P4,RuntimeBar,2,1,0
P4,RuntimeBar,2,1,0
P4,RuntimeBar,2,0,0
P4,RuntimeBar,2,0,1
P4,RuntimeBar,2,0,0
P4,Home,3,3,0
P4,Home,3,2,0
P4,Home,3,0,0
P4,Home,3,1,0
P4,Home,3,2,0
P4,Home,3,2,0
P4,Home,3,0,0
P4,Home,3,3,0
P4,Home,3,3,0
P4,Home,3,1,0
P4,Home,3,0,0
P4,Home,3,2,0
P4,Home,3,3,0
P4,Home,3,3,0
P4,Home,3,0,0
P4,Home,3,3,0
P4,Home,3,1,0
P4,Home,3,1,0
P4,RuntimeBar,3,1,0
P4,RuntimeBar,3,0,0
P4,RuntimeBar,3,1,0
P4,RuntimeBar,3,0,0
P4,RuntimeBar,3,2,0
P4,RuntimeBar,3,0,0
P4,RuntimeBar,3,3,0
P4,RuntimeBar,3,3,0
P4,RuntimeBar,3,3,0
P4,RuntimeBar,3,1,0
P4,RuntimeBar,3,1,0
P4,RuntimeBar,3,2,0
P4,RuntimeBar,3,3,0
P4,RuntimeBar,3,1,0
P4,RuntimeBar,3,1,0
P4,RuntimeBar,3,1,0
P4,RuntimeBar,3,1,0
P4,RuntimeBar,3,1,0
P4,Home,2,2,0
P4,Home,2,3,0
P4,Home,2,3,0
P4,Home,2,1,0
P4,Home,2,1,0
P4,Home,2,1,0
P4,Home,2,3,0
P4,Home,2,2,0
P4,Home,2,2,0
P4,Home,2,2,0
P4,Home,2,2,0
P4,Home,2,2,0
P4,Home,2,2,0
P4,Home,2,1,0
P4,Home,2,2,0
P4,Home,2,3,0
P4,Home,2,3,0
P4,Home,2,3,0
P4,Flipping,1,1,0
P4,Flipping,1,1,0
P4,Flipping,1,1,0
P4,Flipping,1,1,0
P4,Flipping,1,1,0
P4,Flipping,1,1,0
P4,Flipping,1,0,0
P4,Flipping,1,0,0
P4,Flipping,1,0,0
P4,Flipping,1,2,0
P4,Flipping,1,2,0
P4,Flipping,1,2,0
P4,Flipping,1,0,0
P4,Flipping,1,0,0
P4,Flipping,1,0,0
P4,Flipping,1,3,0
P4,Flipping,1,3,0
P4,Flipping,1,3,0
P4,Home,1,2,0
P4,Home,1,2,0
P4,Home,1,2,0
P4,Home,1,2,0
P4,Home,1,2,0
P4,Home,1,2,0
P4,Home,1,2,0
P4,Home,1,2,0
P4,Home,1,2,0
P4,Home,1,0,0
P4,Home,1,0,0
P4,Home,1,0,0
P4,Home,1,2,0
P4,Home,1,2,0
P4,Home,1,2,0
P4,Home,1,3,0
P4,Home,1,3,0
P4,Home,1,3,0
P4,Flipping,2,0,0
P4,Flipping,2,0,0
P4,Flipping,2,0,1
P4,Flipping,2,2,0
P4,Flipping,2,2,0
P4,Flipping,2,2,0
P4,Flipping,2,0,0
P4,Flipping,2,0,0
P4,Flipping,2,2,0
P4,Flipping,2,1,0
P4,Flipping,2,1,0
P4,Flipping,2,1,0
P4,Flipping,2,0,0
P4,Flipping,2,0,0
P4,Flipping,2,0,0
P4,Flipping,2,2,0
P4,Flipping,2,0,0
P4,Flipping,2,2,0
P4,TapNFlip,3,0,0
P4,TapNFlip,3,3,0
P4,TapNFlip,3,0,0
P4,TapNFlip,3,2,0
P4,TapNFlip,3,1,0
P4,TapNFlip,3,1,0
P4,TapNFlip,3,1,0
P4,TapNFlip,3,1,0
P4,TapNFlip,3,1,0
P4,TapNFlip,3,1,0
P4,TapNFlip,3,3,0
P4,TapNFlip,3,2,0
P4,TapNFlip,3,2,0
P4,TapNFlip,3,1,0
P4,TapNFlip,3,2,0
P4,TapNFlip,3,2,0
P4,TapNFlip,3,2,0
P4,TapNFlip,3,2,0
P4,Flipping,3,3,0
P4,Flipping,3,2,0
P4,Flipping,3,2,0
P4,Flipping,3,2,0
P4,Flipping,3,3,0
P4,Flipping,3,3,0
P4,Flipping,3,1,0
P4,Flipping,3,1,0
P4,Flipping,3,1,0
P4,Flipping,3,1,0
P4,Flipping,3,0,0
P4,Flipping,3,0,0
P4,Flipping,3,2,0
P4,Flipping,3,2,0
P4,Flipping,3,2,0
P4,Flipping,3,1,0
P4,Flipping,3,1,0
P4,Flipping,3,2,0
P4,TapNFlip,2,3,0
P4,TapNFlip,2,1,0
P4,TapNFlip,2,3,0
P4,TapNFlip,2,1,0
P4,TapNFlip,2,1,0
P4,TapNFlip,2,2,0
P4,TapNFlip,2,1,0
P4,TapNFlip,2,2,0
P4,TapNFlip,2,2,0
P4,TapNFlip,2,2,0
P4,TapNFlip,2,3,0
P4,TapNFlip,2,2,0
P4,TapNFlip,2,1,0
P4,TapNFlip,2,1,0
P4,TapNFlip,2,1,0
P4,TapNFlip,2,2,0
P4,TapNFlip,2,3,0
P4,TapNFlip,2,3,0
P4,TapNFlip,1,1,0
P4,TapNFlip,1,1,0
P4,TapNFlip,1,1,0
P4,TapNFlip,1,0,0
P4,TapNFlip,1,0,0
P4,TapNFlip,1,0,0
P4,TapNFlip,1,1,0
P4,TapNFlip,1,1,0
P4,TapNFlip,1,1,0
P4,TapNFlip,1,1,0
P4,TapNFlip,1,1,0
P4,TapNFlip,1,1,0
P4,TapNFlip,1,1,0
P4,TapNFlip,1,1,0
P4,TapNFlip,1,1,0
P4,TapNFlip,1,2,0
P4,TapNFlip,1,2,0
P4,TapNFlip,1,2,0
P5,RuntimeBar,2,2,0
P5,RuntimeBar,2,1,0
P5,RuntimeBar,2,2,0
P5,RuntimeBar,2,3,0
P5,RuntimeBar,2,3,0
P5,RuntimeBar,2,3,0
P5,RuntimeBar,2,2,0
P5,RuntimeBar,2,0,0
P5,RuntimeBar,2,0,0
P5,RuntimeBar,2,0,0
P5,RuntimeBar,2,3,0
P5,RuntimeBar,2,0,0
P5,RuntimeBar,2,2,0
P5,RuntimeBar,2,1,0
P5,RuntimeBar,2,1,1
P5,RuntimeBar,2,0,0
P5,RuntimeBar,2,0,0
P5,RuntimeBar,2,0,0
P5,RuntimeBar,3,3,0
P5,RuntimeBar,3,3,0
P5,RuntimeBar,3,0,0
P5,RuntimeBar,3,0,0
P5,RuntimeBar,3,1,0
P5,RuntimeBar,3,3,0
P5,RuntimeBar,3,2,0
P5,RuntimeBar,3,2,0
P5,RuntimeBar,3,2,0
P5,RuntimeBar,3,0,0
P5,RuntimeBar,3,3,0
P5,RuntimeBar,3,1,0
P5,RuntimeBar,3,0,0
P5,RuntimeBar,3,1,0
P5,RuntimeBar,3,1,0
P5,RuntimeBar,3,0,0
P5,RuntimeBar,3,0,0
P5,RuntimeBar,3,0,0
P5,RuntimeBar,1,1,0
P5,RuntimeBar,1,1,0
P5,RuntimeBar,1,1,0
P5,RuntimeBar,1,3,0
P5,RuntimeBar,1,3,0
P5,RuntimeBar,1,3,0
P5,RuntimeBar,1,0,0
P5,RuntimeBar,1,0,0
P5,RuntimeBar,1,0,0
P5,RuntimeBar,1,3,0
P5,RuntimeBar,1,3,1
P5,RuntimeBar,1,3,1
P5,RuntimeBar,1,2,0
P5,RuntimeBar,1,2,0
P5,RuntimeBar,1,2,0
P5,RuntimeBar,1,2,0
P5,RuntimeBar,1,2,0
P5,RuntimeBar,1,2,0
P5,Flipping,1,2,0
P5,Flipping,1,2,0
P5,Flipping,1,2,0
P5,Flipping,1,3,0
P5,Flipping,1,3,0
P5,Flipping,1,3,0
P5,Flipping,1,1,0
P5,Flipping,1,1,0
P5,Flipping,1,1,0
P5,Flipping,1,0,0
P5,Flipping,1,0,0
P5,Flipping,1,0,0
P5,Flipping,1,2,0
P5,Flipping,1,2,0
P5,Flipping,1,2,0
P5,Flipping,1,3,0
P5,Flipping,1,3,0
P5,Flipping,1,3,0
P5,Home,3,2,0
P5,Home,3,2,0
P5,Home,3,0,0
P5,Home,3,1,0
P5,Home,3,2,0
